"@timestamp","user.name","source.geo.country_iso_code","event.outcome"
"Feb 1, 2020 @ 18:25:48.000",uftp,NA,failure
"Feb 1, 2020 @ 18:25:48.000",admin1,US,failure
"Feb 1, 2020 @ 18:25:46.000",admin1,US,failure
"Feb 1, 2020 @ 18:25:36.000",root,CN,failure
"Feb 1, 2020 @ 18:25:28.000",mcguitaruser,JP,failure
"Feb 1, 2020 @ 18:25:26.000",mcguitaruser,JP,failure
"Feb 1, 2020 @ 18:25:12.000",admin,CN,failure
"Feb 1, 2020 @ 18:25:10.000",admin,CN,failure
"Feb 1, 2020 @ 18:25:01.000",ubuntu,NL,failure
"Feb 1, 2020 @ 18:25:01.000",root,MX,failure
"Feb 1, 2020 @ 18:24:59.000",root,MX,failure
"Feb 1, 2020 @ 18:24:58.000",ubuntu,NL,failure
"Feb 1, 2020 @ 18:24:57.000",root,MX,failure
"Feb 1, 2020 @ 18:24:49.000",git,CN,failure
"Feb 1, 2020 @ 18:24:47.000",git,CN,failure
"Feb 1, 2020 @ 18:24:39.000",guest,FR,failure
"Feb 1, 2020 @ 18:24:37.000",dts,CN,failure
"Feb 1, 2020 @ 18:24:37.000",guest,FR,failure
"Feb 1, 2020 @ 18:24:35.000",dts,CN,failure
"Feb 1, 2020 @ 18:24:33.000",user,ID,failure
"Feb 1, 2020 @ 18:24:31.000",webuser,FR,failure
"Feb 1, 2020 @ 18:24:31.000",user,ID,failure
"Feb 1, 2020 @ 18:24:29.000",webuser,FR,failure
"Feb 1, 2020 @ 18:24:23.000",minecraft,SG,failure
"Feb 1, 2020 @ 18:24:21.000",minecraft,SG,failure
"Feb 1, 2020 @ 18:24:09.000",us3r,DE,failure
"Feb 1, 2020 @ 18:24:09.000",tom,CN,failure
"Feb 1, 2020 @ 18:24:08.000",ubuntu,CN,failure
"Feb 1, 2020 @ 18:24:08.000",tom,CN,failure
"Feb 1, 2020 @ 18:24:07.000",us3r,DE,failure
"Feb 1, 2020 @ 18:24:06.000",ubuntu,CN,failure
"Feb 1, 2020 @ 18:24:03.000","git_user",IR,failure
"Feb 1, 2020 @ 18:24:01.000","git_user",IR,failure
"Feb 1, 2020 @ 18:23:56.000","P@ssw0rds",CN,failure
"Feb 1, 2020 @ 18:23:54.000","P@ssw0rds",CN,failure
"Feb 1, 2020 @ 18:23:36.000",server,CN,failure
"Feb 1, 2020 @ 18:23:34.000",server,CN,failure
"Feb 1, 2020 @ 18:22:56.000",root,,failure
"Feb 1, 2020 @ 18:22:21.000",tmpuser,JP,failure
"Feb 1, 2020 @ 18:22:19.000",tmpuser,JP,failure
"Feb 1, 2020 @ 18:21:57.000",ts,FR,failure
"Feb 1, 2020 @ 18:21:54.000",242,US,failure
"Feb 1, 2020 @ 18:21:54.000",ts,FR,failure
"Feb 1, 2020 @ 18:21:51.000",242,US,failure
"Feb 1, 2020 @ 18:21:48.000",test,CN,failure
"Feb 1, 2020 @ 18:21:46.000",test,CN,failure
"Feb 1, 2020 @ 18:21:34.000",teste1,DE,failure
"Feb 1, 2020 @ 18:21:32.000",teste1,DE,failure
"Feb 1, 2020 @ 18:21:21.000",gitblit,FR,failure
"Feb 1, 2020 @ 18:21:19.000",gitblit,FR,failure
"Feb 1, 2020 @ 18:21:17.000",ts,ID,failure
"Feb 1, 2020 @ 18:21:16.000",nagios,SG,failure
"Feb 1, 2020 @ 18:21:15.000",ts,ID,failure
"Feb 1, 2020 @ 18:21:14.000",nagios,SG,failure
"Feb 1, 2020 @ 18:20:50.000",jenkins,CN,failure
"Feb 1, 2020 @ 18:20:48.000",jenkins,CN,failure
"Feb 1, 2020 @ 18:20:47.000",root,CN,failure
"Feb 1, 2020 @ 18:20:46.000",test,CN,failure
"Feb 1, 2020 @ 18:20:44.000",root,CN,failure
"Feb 1, 2020 @ 18:20:44.000",test,CN,failure
"Feb 1, 2020 @ 18:20:42.000",root,CN,failure
"Feb 1, 2020 @ 18:20:40.000",student123,CN,failure
"Feb 1, 2020 @ 18:20:39.000",student123,CN,failure
"Feb 1, 2020 @ 18:20:12.000",root,CN,failure
"Feb 1, 2020 @ 18:20:09.000",root,CN,failure
"Feb 1, 2020 @ 18:20:09.000",123456,IR,failure
"Feb 1, 2020 @ 18:20:08.000",123456,IR,failure
"Feb 1, 2020 @ 18:20:06.000",root,CN,failure
"Feb 1, 2020 @ 18:19:47.000",admin2,,failure
"Feb 1, 2020 @ 18:19:46.000",admin2,,failure
"Feb 1, 2020 @ 18:19:09.000",password,JP,failure
"Feb 1, 2020 @ 18:19:06.000",password,JP,failure
"Feb 1, 2020 @ 18:19:02.000",test,FR,failure
"Feb 1, 2020 @ 18:19:01.000",test,FR,failure
"Feb 1, 2020 @ 18:18:56.000",12,DE,failure
"Feb 1, 2020 @ 18:18:53.000",12,DE,failure
"Feb 1, 2020 @ 18:18:45.000",nodejs,CN,failure
"Feb 1, 2020 @ 18:18:43.000",nodejs,CN,failure
"Feb 1, 2020 @ 18:18:33.000",testing,NL,failure
"Feb 1, 2020 @ 18:18:30.000",testing,NL,failure
"Feb 1, 2020 @ 18:18:21.000",test,CN,failure
"Feb 1, 2020 @ 18:18:18.000",test,CN,failure
"Feb 1, 2020 @ 18:18:07.000",ts3bot,FR,failure
"Feb 1, 2020 @ 18:18:07.000",test,SG,failure
"Feb 1, 2020 @ 18:18:05.000",ts3bot,FR,failure
"Feb 1, 2020 @ 18:18:05.000",test,SG,failure
"Feb 1, 2020 @ 18:17:57.000",factorio,ID,failure
"Feb 1, 2020 @ 18:17:55.000",factorio,ID,failure
"Feb 1, 2020 @ 18:17:53.000",proxyuser,CN,failure
"Feb 1, 2020 @ 18:17:51.000",redmine,NA,failure
"Feb 1, 2020 @ 18:17:51.000",proxyuser,CN,failure
"Feb 1, 2020 @ 18:17:49.000",redmine,NA,failure
"Feb 1, 2020 @ 18:17:43.000",root,CN,failure
"Feb 1, 2020 @ 18:17:32.000",guest,CN,failure
"Feb 1, 2020 @ 18:17:31.000",guest,CN,failure
"Feb 1, 2020 @ 18:17:22.000",dbpassword,CN,failure
"Feb 1, 2020 @ 18:17:20.000",dbpassword,CN,failure
"Feb 1, 2020 @ 18:16:50.000",root,CN,failure
"Feb 1, 2020 @ 18:16:47.000",root,CN,failure
"Feb 1, 2020 @ 18:16:47.000",guest2,FR,failure
"Feb 1, 2020 @ 18:16:45.000",root,CN,failure
"Feb 1, 2020 @ 18:16:45.000",guest2,FR,failure
"Feb 1, 2020 @ 18:16:44.000",scpuser,,failure
"Feb 1, 2020 @ 18:16:42.000",scpuser,,failure
"Feb 1, 2020 @ 18:16:33.000",123456,IR,failure
"Feb 1, 2020 @ 18:16:31.000",123456,IR,failure
"Feb 1, 2020 @ 18:16:21.000",54,US,failure
"Feb 1, 2020 @ 18:16:20.000",server1234,DE,failure
"Feb 1, 2020 @ 18:16:19.000",server1234,DE,failure
"Feb 1, 2020 @ 18:16:19.000",54,US,failure
"Feb 1, 2020 @ 18:16:13.000",mysql,FR,failure
"Feb 1, 2020 @ 18:16:11.000",mysql,FR,failure
"Feb 1, 2020 @ 18:15:52.000",123,JP,failure
"Feb 1, 2020 @ 18:15:51.000",root,CN,failure
"Feb 1, 2020 @ 18:15:50.000",123,JP,failure
"Feb 1, 2020 @ 18:15:47.000",root,CN,failure
"Feb 1, 2020 @ 18:15:47.000",christian,CN,failure
"Feb 1, 2020 @ 18:15:45.000",christian,CN,failure
"Feb 1, 2020 @ 18:15:44.000",root,CN,failure
"Feb 1, 2020 @ 18:14:57.000",insserver,FR,failure
"Feb 1, 2020 @ 18:14:55.000",insserver,FR,failure
"Feb 1, 2020 @ 18:14:55.000",root,SG,failure
"Feb 1, 2020 @ 18:14:54.000",ut2k4server,CN,failure
"Feb 1, 2020 @ 18:14:51.000",root,CN,failure
"Feb 1, 2020 @ 18:14:51.000",ut2k4server,CN,failure
"Feb 1, 2020 @ 18:14:50.000",ts3server,US,failure
"Feb 1, 2020 @ 18:14:49.000",root,CN,failure
"Feb 1, 2020 @ 18:14:48.000",ts3server,US,failure
"Feb 1, 2020 @ 18:14:46.000",root,CN,failure
"Feb 1, 2020 @ 18:14:39.000",admin2,ID,failure
"Feb 1, 2020 @ 18:14:37.000",admin2,ID,failure
"Feb 1, 2020 @ 18:14:34.000",temp,CN,failure
"Feb 1, 2020 @ 18:14:32.000",temp,CN,failure
"Feb 1, 2020 @ 18:14:20.000",debian,GB,failure
"Feb 1, 2020 @ 18:14:19.000",vsftpd,IN,failure
"Feb 1, 2020 @ 18:14:17.000",vsftpd,IN,failure
"Feb 1, 2020 @ 18:14:17.000",debian,GB,failure
"Feb 1, 2020 @ 18:13:53.000",mysftp,CN,failure
"Feb 1, 2020 @ 18:13:51.000",mysftp,CN,failure
"Feb 1, 2020 @ 18:13:34.000",ubuntu,CN,failure
"Feb 1, 2020 @ 18:13:33.000",123,DE,failure
"Feb 1, 2020 @ 18:13:32.000",ubuntu,CN,failure
"Feb 1, 2020 @ 18:13:31.000",teamspeak,,failure
"Feb 1, 2020 @ 18:13:30.000",123,DE,failure
"Feb 1, 2020 @ 18:13:29.000",teamspeak,,failure
"Feb 1, 2020 @ 18:13:14.000",weblogic,FR,failure
"Feb 1, 2020 @ 18:13:12.000",weblogic,FR,failure
"Feb 1, 2020 @ 18:12:58.000",root,CN,failure
"Feb 1, 2020 @ 18:12:55.000",root,CN,failure
"Feb 1, 2020 @ 18:12:52.000",root,CN,failure
"Feb 1, 2020 @ 18:12:49.000",root,CN,failure
"Feb 1, 2020 @ 18:12:48.000",tomas,IR,failure
"Feb 1, 2020 @ 18:12:46.000",root,CN,failure
"Feb 1, 2020 @ 18:12:46.000",tomas,IR,failure
"Feb 1, 2020 @ 18:12:43.000",root,CN,failure
"Feb 1, 2020 @ 18:12:41.000",testuser,CN,failure
"Feb 1, 2020 @ 18:12:39.000",testuser,CN,failure
"Feb 1, 2020 @ 18:12:37.000",12345,JP,failure
"Feb 1, 2020 @ 18:12:36.000",root,CN,failure
"Feb 1, 2020 @ 18:12:35.000",12345,JP,failure
"Feb 1, 2020 @ 18:12:23.000",root,CN,failure
"Feb 1, 2020 @ 18:12:01.000",ts,CN,failure
"Feb 1, 2020 @ 18:11:59.000",ts,CN,failure
"Feb 1, 2020 @ 18:11:56.000",root,CN,failure
"Feb 1, 2020 @ 18:11:54.000",root,CN,failure
"Feb 1, 2020 @ 18:11:52.000",root,CN,failure
"Feb 1, 2020 @ 18:11:49.000",root,CN,failure
"Feb 1, 2020 @ 18:11:48.000",www,FR,failure
"Feb 1, 2020 @ 18:11:46.000",www,FR,failure
"Feb 1, 2020 @ 18:11:46.000",root,CN,failure
"Feb 1, 2020 @ 18:11:45.000",root,CN,failure
"Feb 1, 2020 @ 18:11:40.000",git,SG,failure
"Feb 1, 2020 @ 18:11:38.000",git,SG,failure
"Feb 1, 2020 @ 18:11:20.000",mc,ID,failure
"Feb 1, 2020 @ 18:11:19.000",mc,ID,failure
"Feb 1, 2020 @ 18:11:04.000",deployer,IN,failure
"Feb 1, 2020 @ 18:11:03.000",deployer,IN,failure
"Feb 1, 2020 @ 18:11:01.000",root,CN,failure
"Feb 1, 2020 @ 18:11:00.000",admin,US,failure
"Feb 1, 2020 @ 18:10:58.000",root,CN,failure
"Feb 1, 2020 @ 18:10:58.000",admin,US,failure
"Feb 1, 2020 @ 18:10:55.000",root,CN,failure
"Feb 1, 2020 @ 18:10:50.000",webmasterwebmaster,DE,failure
"Feb 1, 2020 @ 18:10:48.000",webmasterwebmaster,DE,failure
"Feb 1, 2020 @ 18:10:42.000",ftptest,CN,failure
"Feb 1, 2020 @ 18:10:40.000",ftptest,CN,failure
"Feb 1, 2020 @ 18:10:37.000",developer123,CN,failure
"Feb 1, 2020 @ 18:10:35.000",developer123,CN,failure
"Feb 1, 2020 @ 18:10:26.000",appuser,,failure
"Feb 1, 2020 @ 18:10:26.000",ubuntu,FR,failure
"Feb 1, 2020 @ 18:10:25.000",ubuntu,FR,failure
"Feb 1, 2020 @ 18:10:23.000",appuser,,failure
"Feb 1, 2020 @ 18:10:05.000",temp,NA,failure
"Feb 1, 2020 @ 18:10:03.000",temp,NA,failure
"Feb 1, 2020 @ 18:09:40.000",www,CN,failure
"Feb 1, 2020 @ 18:09:38.000",www,CN,failure
"Feb 1, 2020 @ 18:09:32.000","p@ssw0rd",JP,failure
"Feb 1, 2020 @ 18:09:31.000","p@ssw0rd",JP,failure
"Feb 1, 2020 @ 18:09:27.000",root,CN,failure
"Feb 1, 2020 @ 18:09:14.000",ftp,CN,failure
"Feb 1, 2020 @ 18:09:12.000",ftp,CN,failure
"Feb 1, 2020 @ 18:09:03.000",passw0rd,IR,failure
"Feb 1, 2020 @ 18:09:01.000",passw0rd,IR,failure
"Feb 1, 2020 @ 18:08:42.000",root,CN,failure
"Feb 1, 2020 @ 18:08:41.000",tuser,FR,failure
"Feb 1, 2020 @ 18:08:39.000",tuser,FR,failure
"Feb 1, 2020 @ 18:08:32.000",zabbix,CN,failure
"Feb 1, 2020 @ 18:08:30.000",zabbix,CN,failure
"Feb 1, 2020 @ 18:08:27.000",postgres,SG,failure
"Feb 1, 2020 @ 18:08:25.000",postgres,SG,failure
"Feb 1, 2020 @ 18:08:08.000",passw0rd,DE,failure
"Feb 1, 2020 @ 18:08:06.000",passw0rd,DE,failure
"Feb 1, 2020 @ 18:08:00.000",test2,ID,failure
"Feb 1, 2020 @ 18:07:58.000",test2,ID,failure
"Feb 1, 2020 @ 18:07:53.000",user,IN,failure
"Feb 1, 2020 @ 18:07:51.000",user,IN,failure
"Feb 1, 2020 @ 18:07:37.000",nagios,FR,failure
"Feb 1, 2020 @ 18:07:35.000",nagios,FR,failure
"Feb 1, 2020 @ 18:07:16.000",mysql,,failure
"Feb 1, 2020 @ 18:07:14.000",mysql,,failure
"Feb 1, 2020 @ 18:07:00.000",12,CN,failure
"Feb 1, 2020 @ 18:06:58.000",12,CN,failure
"Feb 1, 2020 @ 18:06:54.000",test2,CN,failure
"Feb 1, 2020 @ 18:06:53.000",test2,CN,failure
"Feb 1, 2020 @ 18:06:30.000",ubuntu,CN,failure
"Feb 1, 2020 @ 18:06:28.000",ubuntu,CN,failure
"Feb 1, 2020 @ 18:06:19.000",bot,CN,failure
"Feb 1, 2020 @ 18:06:17.000",bot,CN,failure
"Feb 1, 2020 @ 18:06:11.000",123123,MX,failure
"Feb 1, 2020 @ 18:06:10.000",123123,MX,failure
"Feb 1, 2020 @ 18:06:10.000",root,CN,failure
"Feb 1, 2020 @ 18:06:06.000",root,CN,failure
"Feb 1, 2020 @ 18:06:04.000",root,CN,failure
"Feb 1, 2020 @ 18:05:52.000",213,JP,failure
"Feb 1, 2020 @ 18:05:51.000",213,JP,failure
"Feb 1, 2020 @ 18:05:27.000",user,FR,failure
"Feb 1, 2020 @ 18:05:27.000",root,CN,failure
"Feb 1, 2020 @ 18:05:26.000",1q2w3e4r,DE,failure
"Feb 1, 2020 @ 18:05:25.000",user,FR,failure
"Feb 1, 2020 @ 18:05:24.000",1q2w3e4r,DE,failure
"Feb 1, 2020 @ 18:05:19.000",root,CN,failure
"Feb 1, 2020 @ 18:05:18.000",csgoserver,SG,failure
"Feb 1, 2020 @ 18:05:17.000",csgoserver,SG,failure
"Feb 1, 2020 @ 18:05:16.000",root,CN,failure
"Feb 1, 2020 @ 18:05:14.000",root,CN,failure
"Feb 1, 2020 @ 18:05:13.000",pass,IR,failure
"Feb 1, 2020 @ 18:05:11.000",root,CN,failure
"Feb 1, 2020 @ 18:05:11.000",pass,IR,failure
"Feb 1, 2020 @ 18:05:09.000",1234567,US,failure
"Feb 1, 2020 @ 18:05:07.000",1234567,US,failure
"Feb 1, 2020 @ 18:05:07.000",root,CN,failure
"Feb 1, 2020 @ 18:05:04.000",root,CN,failure
"Feb 1, 2020 @ 18:04:58.000",root,CN,failure
"Feb 1, 2020 @ 18:04:55.000",root,CN,failure
"Feb 1, 2020 @ 18:04:52.000",testuser,FR,failure
"Feb 1, 2020 @ 18:04:52.000",root,CN,failure
"Feb 1, 2020 @ 18:04:50.000",testuser,FR,failure
"Feb 1, 2020 @ 18:04:49.000",tom,IN,failure
"Feb 1, 2020 @ 18:04:49.000",root,CN,failure
"Feb 1, 2020 @ 18:04:47.000",tom,IN,failure
"Feb 1, 2020 @ 18:04:46.000",dockeruser,CN,failure
"Feb 1, 2020 @ 18:04:46.000",root,CN,failure
"Feb 1, 2020 @ 18:04:43.000",dockeruser,CN,failure
"Feb 1, 2020 @ 18:04:39.000",developer,ID,failure
"Feb 1, 2020 @ 18:04:37.000",developer,ID,failure
"Feb 1, 2020 @ 18:04:16.000",ftptest,,failure
"Feb 1, 2020 @ 18:04:14.000",ftptest,,failure
"Feb 1, 2020 @ 18:03:42.000",odoo,NL,failure
"Feb 1, 2020 @ 18:03:40.000",odoo,NL,failure
"Feb 1, 2020 @ 18:03:37.000",passw0rd,CN,failure
"Feb 1, 2020 @ 18:03:35.000",passw0rd,CN,failure
"Feb 1, 2020 @ 18:03:26.000",minecraft,CN,failure
"Feb 1, 2020 @ 18:03:25.000",minecraft,CN,failure
"Feb 1, 2020 @ 18:03:21.000",ubuntu,CN,failure
"Feb 1, 2020 @ 18:03:19.000",ubuntu,CN,failure
"Feb 1, 2020 @ 18:03:17.000",ts,CN,failure
"Feb 1, 2020 @ 18:03:16.000",root,CN,failure
"Feb 1, 2020 @ 18:03:15.000",ts,CN,failure
"Feb 1, 2020 @ 18:03:14.000",root,CN,failure
"Feb 1, 2020 @ 18:03:11.000",root,CN,failure
"Feb 1, 2020 @ 18:02:52.000",root,CN,failure
"Feb 1, 2020 @ 18:02:50.000","mbs12!*!g#",DE,failure
"Feb 1, 2020 @ 18:02:49.000",root,CN,failure
"Feb 1, 2020 @ 18:02:48.000",221,JP,failure
"Feb 1, 2020 @ 18:02:48.000","mbs12!*!g#",DE,failure
"Feb 1, 2020 @ 18:02:47.000",root,CN,failure
"Feb 1, 2020 @ 18:02:45.000",221,JP,failure
"Feb 1, 2020 @ 18:02:41.000",qwe123,MX,failure
"Feb 1, 2020 @ 18:02:39.000",qwe123,MX,failure
"Feb 1, 2020 @ 18:02:13.000",zabbix,FR,failure
"Feb 1, 2020 @ 18:02:11.000",zabbix,FR,failure
"Feb 1, 2020 @ 18:02:09.000",steam,SG,failure
"Feb 1, 2020 @ 18:02:07.000",steam,SG,failure
"Feb 1, 2020 @ 18:02:01.000",git,FR,failure
"Feb 1, 2020 @ 18:01:58.000",git,FR,failure
"Feb 1, 2020 @ 18:01:51.000",ubuntu,CN,failure
"Feb 1, 2020 @ 18:01:49.000",ubuntu,CN,failure
"Feb 1, 2020 @ 18:01:39.000",admin,FI,failure
"Feb 1, 2020 @ 18:01:36.000",admin,FI,failure
"Feb 1, 2020 @ 18:01:34.000",admin,FI,failure
"Feb 1, 2020 @ 18:01:34.000",ts3bot,IN,failure
"Feb 1, 2020 @ 18:01:33.000",ts3bot,IN,failure
"Feb 1, 2020 @ 18:01:31.000",a,IR,failure
"Feb 1, 2020 @ 18:01:29.000",a,IR,failure
"Feb 1, 2020 @ 18:01:19.000",root,CN,failure
"Feb 1, 2020 @ 18:01:17.000",root,CN,failure
"Feb 1, 2020 @ 18:01:14.000",root,CN,failure
"Feb 1, 2020 @ 18:01:14.000",ts3,ID,failure
"Feb 1, 2020 @ 18:01:12.000",ts3,ID,failure
"Feb 1, 2020 @ 18:01:05.000",root,,failure
"Feb 1, 2020 @ 18:00:55.000",mc,CN,failure
"Feb 1, 2020 @ 18:00:53.000",mc,CN,failure
"Feb 1, 2020 @ 18:00:23.000",root,CN,failure
"Feb 1, 2020 @ 18:00:20.000",root,CN,failure
"Feb 1, 2020 @ 18:00:16.000",root,CN,failure
"Feb 1, 2020 @ 18:00:15.000",teamspeak,CN,failure
"Feb 1, 2020 @ 18:00:13.000",teamspeak,CN,failure
"Feb 1, 2020 @ 18:00:11.000",test,CN,failure
"Feb 1, 2020 @ 18:00:08.000",test,CN,failure
"Feb 1, 2020 @ 18:00:05.000",test123,CN,failure
"Feb 1, 2020 @ 18:00:03.000",dbpassword,DE,failure
"Feb 1, 2020 @ 18:00:03.000",test123,CN,failure
"Feb 1, 2020 @ 18:00:01.000",dbpassword,DE,failure
"Feb 1, 2020 @ 18:00:00.000",deploy,NL,failure
"Feb 1, 2020 @ 17:59:58.000",deploy,NL,failure
"Feb 1, 2020 @ 17:59:47.000",root,CN,failure
"Feb 1, 2020 @ 17:59:37.000",hadoop,CN,failure
"Feb 1, 2020 @ 17:59:35.000",hadoop,CN,failure
"Feb 1, 2020 @ 17:59:34.000",guest,JP,failure
"Feb 1, 2020 @ 17:59:31.000",guest,JP,failure
"Feb 1, 2020 @ 17:59:27.000",update,MX,failure
"Feb 1, 2020 @ 17:59:24.000",update,MX,failure
"Feb 1, 2020 @ 17:59:21.000",12345,US,failure
"Feb 1, 2020 @ 17:59:19.000",12345,US,failure
"Feb 1, 2020 @ 17:59:05.000",admin,FR,failure
"Feb 1, 2020 @ 17:59:03.000",admin,FR,failure
"Feb 1, 2020 @ 17:59:02.000",bot2,FR,failure
"Feb 1, 2020 @ 17:59:00.000",bot2,FR,failure
"Feb 1, 2020 @ 17:58:54.000",tf2server,SG,failure
"Feb 1, 2020 @ 17:58:52.000",tf2server,SG,failure
"Feb 1, 2020 @ 17:58:27.000",student1,IN,failure
"Feb 1, 2020 @ 17:58:26.000",root,CN,failure
"Feb 1, 2020 @ 17:58:25.000",student1,IN,failure
"Feb 1, 2020 @ 17:58:24.000",root,CN,failure
"Feb 1, 2020 @ 17:58:21.000",root,CN,failure
"Feb 1, 2020 @ 17:57:56.000",gmodserver,,failure
"Feb 1, 2020 @ 17:57:54.000",ftp,IR,failure
"Feb 1, 2020 @ 17:57:53.000",gmodserver,,failure
"Feb 1, 2020 @ 17:57:52.000",ftp,IR,failure
"Feb 1, 2020 @ 17:57:50.000",root,ID,failure
"Feb 1, 2020 @ 17:57:30.000",p4ssw0rd,FR,failure
"Feb 1, 2020 @ 17:57:28.000",p4ssw0rd,FR,failure
"Feb 1, 2020 @ 17:57:24.000",1,DE,failure
"Feb 1, 2020 @ 17:57:22.000",sinus,CN,failure
"Feb 1, 2020 @ 17:57:21.000",1,DE,failure
"Feb 1, 2020 @ 17:57:20.000",sinus,CN,failure
"Feb 1, 2020 @ 17:57:04.000",ftp,CN,failure
"Feb 1, 2020 @ 17:57:02.000",ftp,CN,failure
"Feb 1, 2020 @ 17:57:01.000",admin2,CN,failure
"Feb 1, 2020 @ 17:56:59.000",admin2,CN,failure
"Feb 1, 2020 @ 17:56:56.000",root,CN,failure
"Feb 1, 2020 @ 17:56:53.000",root,CN,failure
"Feb 1, 2020 @ 17:56:51.000",root,CN,failure
"Feb 1, 2020 @ 17:56:33.000","mysql@123",CN,failure
"Feb 1, 2020 @ 17:56:33.000",admin,NL,failure
"Feb 1, 2020 @ 17:56:31.000","mysql@123",CN,failure
"Feb 1, 2020 @ 17:56:31.000",admin,NL,failure
"Feb 1, 2020 @ 17:56:30.000","znc-admin",FR,failure
"Feb 1, 2020 @ 17:56:29.000",root,CN,failure
"Feb 1, 2020 @ 17:56:28.000","znc-admin",FR,failure
"Feb 1, 2020 @ 17:56:27.000",root,CN,failure
"Feb 1, 2020 @ 17:56:23.000",root,CN,failure
"Feb 1, 2020 @ 17:56:18.000",test,FR,failure
"Feb 1, 2020 @ 17:56:16.000",test,FR,failure
"Feb 1, 2020 @ 17:56:10.000",web5,MX,failure
"Feb 1, 2020 @ 17:56:08.000",web5,MX,failure
"Feb 1, 2020 @ 17:55:55.000",admin,CN,failure
"Feb 1, 2020 @ 17:55:53.000",admin,CN,failure
"Feb 1, 2020 @ 17:55:53.000",admin2,FR,failure
"Feb 1, 2020 @ 17:55:51.000",admin2,FR,failure
"Feb 1, 2020 @ 17:55:40.000",admin,CN,failure
"Feb 1, 2020 @ 17:55:38.000",zabbix,SG,failure
"Feb 1, 2020 @ 17:55:38.000",admin,CN,failure
"Feb 1, 2020 @ 17:55:36.000",zabbix,SG,failure
"Feb 1, 2020 @ 17:55:16.000",redmine,IN,failure
"Feb 1, 2020 @ 17:55:14.000",redmine,IN,failure
"Feb 1, 2020 @ 17:54:44.000",123jenkins,DE,failure
"Feb 1, 2020 @ 17:54:42.000",123jenkins,DE,failure
"Feb 1, 2020 @ 17:54:41.000",webuser,,failure
"Feb 1, 2020 @ 17:54:39.000",webuser,,failure
"Feb 1, 2020 @ 17:54:33.000",root,CN,failure
"Feb 1, 2020 @ 17:54:30.000",root,CN,failure
"Feb 1, 2020 @ 17:54:28.000",root,CN,failure
"Feb 1, 2020 @ 17:54:27.000",developer,CN,failure
"Feb 1, 2020 @ 17:54:26.000",developer,CN,failure
